wallet,cluster_id,cluster_size,suspicion_score,is_anomaly,cluster_risk_score,cluster_anomaly_count
bc1qz40hyv2s7wn25ggg3azk24elurrqunjhyhcu48,38,21,13.51,No,14.26,0
38rdYMnbfYD5s73ddK8xj8bTGpEvBhVQvB,38,21,2.88,No,14.26,0
bc1pvh4em3emqq65nf7k84gqt6xcpfevm4z6u67h47f23awukp6faweqfq4q6j,38,21,13.39,No,14.26,0
bc1qx4fz096mq9qclg96qqtnecn6e7mcstey24vhgf,38,21,13.36,No,14.26,0
3NDoNquMeKPQCZw4PgEe1GmrkZdcywkDX1,38,21,24.77,No,14.26,0
bc1qwkfa7f5hlzrvfd9wh784s8s8mgru9dlfugxeun,38,21,10.7,No,14.26,0
1KCABnetZRHx9Lv49P4GrBKvWP5N9JacXX,38,21,1.79,No,14.26,0
bc1qk58fppjje3nc02rf54ehjyp7m6j0yec3gdv9su,38,21,25.51,No,14.26,0
1H1qXnUkde9hhuUzDMNJyg4Ez7NJjaa4s9,38,21,13.7,No,14.26,0
bc1prx6fqnrqqksxg77983p04af9fjfty0szgyzwymazpgzzjg4h38vs65pr02,38,21,48.05,No,14.26,0
bc1qu8f0kv9vuecdcny5d83dwnhgve0eyhvlt2vmjx,38,21,4.9,No,14.26,0
1NVpth4xuzGhPgHVaST474XzFXxy9Pznd6,38,21,16.24,No,14.26,0
bc1qxjnh09rvrf4284dwp2uzjvktkdvq0dvkxnygll,38,21,29.1,No,14.26,0
bc1q7vppzv4y25kj9xxe9m343dgdwkp3lzjx84jycf,38,21,2.36,No,14.26,0
3FukkFtVUqXp14BVLfZr6wVyuLc7bQpc1Y,38,21,10.14,No,14.26,0
bc1qdp5hjxhvwnsj0asj40fl0aspz9q2leerxcakp8,38,21,14.2,No,14.26,0
bc1pawxsj88wsrpsymgspx22jwqynkccdrxj9fj9zmmtsgsp3chhtefsn4dc2u,38,21,20.96,No,14.26,0
bc1qdp3ysah00vajsl8q8st0rps000su6j3wvp6qmp,38,21,7.86,No,14.26,0
bc1qfcam6q5yakyw5k3q3trzuw6fkaezct3l2yxf9q,128,12,11.36,No,14.26,0
174wZZL1Kdzc4aAJ5bah3xo29Es6dAt4w9,128,12,27.35,No,14.26,0
1Dz4T5yiy3vWTFESKAsSPAsyhWZnbEY7vZ,128,12,21.55,No,14.26,0
14dUixoa9Cw32VzJTC6D9abiAx7QNY3ArP,128,12,23.0,No,14.26,0
1DQrtd38McLFMnncW9PVevsniyQoezAEZQ,128,12,17.39,No,14.26,0
bc1phqrw8jl65hfm6ve4ul9jqrfpxzepy7kqnsutt6hnfsc57dl279lq0s2ycu,128,12,4.53,No,14.26,0
bc1qwuh9q9re5dpjf3eh3sfcf4sge22jp87arh2nkc,128,12,26.31,No,14.26,0
1LgpG5GxMhDaBjYqrwg62AQK4uBSCs51j7,128,12,4.44,No,14.26,0
128AJZrWVZjRh5AiraEFUVJntk1cM7hKUh,128,12,9.13,No,14.26,0
1CkXoz6j2Wox4TeeyLeEJadjuQXWQTTEtC,128,12,6.59,No,14.26,0
1LMDi8UKMe4h1D8f1b46gMK13recu8sU3e,128,12,14.71,No,14.26,0
14FMiipxT34RoP77mxcNLYDzNjUen5mFjj,128,12,4.77,No,14.26,0
3FakD1jnimxKrqbzVMPFBg8KU7CbeRNgnD,121,16,4.52,No,14.21,0
bc1qd2j2050828xeu9d89hs79kdu5x29ud2shwasdk,121,16,5.38,No,14.21,0
bc1pk28znvey76enw005ppxt7ldtxh59lqhvzpw8jg3kkngte8sdch4sjgheak,121,16,4.67,No,14.21,0
3MfzFV445jytwcoderaB1Y13VyVvYMa51d,121,16,19.89,No,14.21,0
112tZqtPVvuyTQU2wqBraywuQkerimQX3j,121,16,14.24,No,14.21,0
1983hsCg8a7apWED4dTyoYLpjVh7JFHcQs,121,16,7.34,No,14.21,0
bc1qvjhvh90a0fm5w0fh5xfsjtas8vutxuy63xpc2j,121,16,5.96,No,14.21,0
15L5UCMvYKZptVX9mcsgfUpifR7u91TRFq,121,16,9.03,No,14.21,0
bc1p8xf5a9sc4ea3wlp25hhrt7kua9aeu4dhrwzqw6h5d6gkjqlqprkszcuewt,121,16,8.54,No,14.21,0
1EqxHyyzDrwzUzcA1FFNrL4WYBftu9tFVV,121,16,6.64,No,14.21,0
bc1qhkcpuekwlaxheacq4j3xyakpv4kqp63sy06gfq,121,16,19.2,No,14.21,0
bc1pmgg0ctljk8rd3myk3uwyml5j7lnh4ms4c85ckacjl9pzm96mkzvs5j3vjc,121,16,33.15,No,14.21,0
bc1pucmp6vxgz59cngge0qx7f6z9fp4etryjjt3c9pxtwerdm6gqfskqk8e7wc,121,16,13.79,No,14.21,0
17UeFnAsd3kgpvQkxgYh2shFzjYsmxzM2n,121,16,7.33,No,14.21,0
1CW4nagCxmQwAi19TmTujG4gtUoHKnMXoh,121,16,15.95,No,14.21,0
38RzLaHsQa92NSkYuETupoxRTQ9DjFgRrD,121,16,51.72,No,14.21,0
bc1q37j8tgnajj9mg9qew5ef6xpxrx750f4w8mw9n3,179,27,2.98,No,14.19,0
3CCWv4XPcZ5UNm4y1pyYFi8uurdiYdpTW2,179,27,2.21,No,14.19,0
1ERDfSnXeSySb2viPJdUdANUe9zQRbnH4g,179,27,37.69,No,14.19,0
1Bve6WHJzBC8xqAazfNQTTSCP7n63XHqYh,179,27,9.93,No,14.19,0
bc1qwdy2q7xgahutjd43q6w2lglmmk5fl9dryh8sf9,179,27,22.3,No,14.19,0
bc1q2y8c097a9t2uqrz7c63ml896a9p0n7ge8du092,179,27,6.84,No,14.19,0
1B73RrdBhA1KnUTTpGGzM5XbFYf7rpCeDa,179,27,15.73,No,14.19,0
3KB8LqRHMuFt5hxu4gVEQepbKxBxTaqu2q,179,27,3.67,No,14.19,0
14Dq72BasDgh2YwSG5ZVTpzMYyGQoXoycQ,179,27,2.11,No,14.19,0
bc1qj9ce6fdx5reglyw9j9eeqllec8g7gc9k0djj0m,179,27,7.21,No,14.19,0
195Zh1GbQXFwzpGv8KjaU5Cr2VD2S9v6hN,179,27,17.43,No,14.19,0
bc1pyxgjwscd2zry5ztnh2fjgjznhqdychh893ndtf703qufq7m0xftscmgrhv,179,27,1.01,No,14.19,0
3Env9GAcrHiViSLK8dYT3WKSZBcN2Tvk1P,179,27,6.41,No,14.19,0
bc1qhglvml3zaux26tg235lupjvn887ertjzj9l77g,179,27,8.16,No,14.19,0
bc1qypfpj04gzc0hzd5x55plehgnlq00k32p6wy20y,179,27,27.05,No,14.19,0
3NRU4hBLvaQC4FBR3K59Rpp49HxLKDPkCL,179,27,7.83,No,14.19,0
1FEAxQ8Xj8ZTntGTLznTAJhW7pzVRymibH,179,27,4.0,No,14.19,0
1DQKxjCqK1CiFp8iAyc8Wc1RE2JM3jvto3,179,27,14.13,No,14.19,0
bc1qy8rgwvw4zckdfqysqcpvn6kn0tu0zcluhcsvt7,179,27,46.56,No,14.19,0
bc1qz5p328u076xzpeldx2gtgs9mw97kmjcpy8xtuy,179,27,20.06,No,14.19,0
3QViuzpZvSHjx3aSFp4PctdmBdvjPxyesL,179,27,51.9,No,14.19,0
1BMY8yxxbux1ZC1WLvy5GUfi5DiU7TfXR6,179,27,5.76,No,14.19,0
1AQ2xtajmzU3McaCoiVqpW9xb82TqyXP3m,179,27,7.21,No,14.19,0
bc1qyhwg80vzzmeteg8ut8vw0vtas6vhjv220ezukl,179,27,1.19,No,14.19,0
bc1q20axhucfez7ejckxz8eq9teqaxtx3zs93sxmng,179,27,12.04,No,14.19,0
15pvYnjYa2aWp7ocVgRb9py1BDc2TtmD4U,179,27,10.46,No,14.19,0
18fWeVZ8RJJ5RbHih2sWgc19aHCFircKEW,179,27,31.32,No,14.19,0
3HQ5AVJPFu1LBFEfY4J4MeaWMQkTNWgRHL,23,36,10.36,No,14.13,0
bc1qv0u3xcfr73j7dt3436qcw8jus5vanjjwvw99qy,23,36,9.07,No,14.13,0
3QAnQWY9YRe5bvLNiR1S98Fw92hAn2ZUjt,23,36,10.29,No,14.13,0
31wpwpfwMqA4ZZEcTzAFFgJY4viN9pLZVB,23,36,30.25,No,14.13,0
bc1p9tjd9re0sask7z70fechhtl3ejjk6ufa8y3pxpk3g7e2enfwvsrqgtk05l,23,36,16.09,No,14.13,0
1DMFKR6cMRcrJEJsfsEkqMSQpCPyE43ifg,23,36,6.58,No,14.13,0
32x6ArB14J3mcMUGRHiLa3vg6EMkUxFXJm,23,36,8.38,No,14.13,0
1EzkofXanR9FYNgoG8RLtqTRWxjMBe2Bwq,23,36,24.41,No,14.13,0
3MrAM9GJaxM85dUN1neL6einksL5DbNKAG,23,36,20.15,No,14.13,0
bc1qd3tuemsnctnyfk8mqpn4w5tce78p7fp2qkaht0,23,36,29.67,No,14.13,0
1PYKw3e2YCgCsr1bGSz2Xp3aBM2ykC7pxb,23,36,3.79,No,14.13,0
1HV7mWyP7ekbSq24HmqSV5G6pdut7GCDwP,23,36,12.4,No,14.13,0
bc1pnvh0gnp5nckawc7ycgcnn5rymehjhafw8lypu2c0qynlllm8d2nsdsupfj,23,36,10.52,No,14.13,0
199vGXS2c2C7m72SrfdZyWgD9BNuQPDhgj,23,36,15.79,No,14.13,0
1NTUbvYgxW3dQgsuUtq9Z5Bsj1KHhnbq34,23,36,9.04,No,14.13,0
3FvvhUY1y8YZYAztDM3RsVFYzQuicQjHu6,23,36,32.0,No,14.13,0
1LUaqq1x26oxA6En3daFKmrPCfMNPGWimC,23,36,14.74,No,14.13,0
bc1qd9ksjp4f0qdas80tfjf0cn5kfwlln066t4w9yc,23,36,18.31,No,14.13,0
1EkrvUjCM7u89UCoaVeejG5Vyd97w3J99L,23,36,12.26,No,14.13,0
35D4SPZ5Nxb9TeAKKrYWc6Ccwk8MJ2vnZ6,23,36,17.34,No,14.13,0
bc1q4ugp9whufd9ldsm6au3k3yza0v8ffttmqe8ffa,23,36,9.66,No,14.13,0
14KPS5yDDV55WbQFih9fqCAG1ym36Pb1hv,23,36,8.11,No,14.13,0
3DZPkneEcJ1gBNFqcE3b6rCUxenxhnouZm,23,36,17.08,No,14.13,0
34v6REenA8RETmMB7ehV6SwZ4GzLW2Cogq,23,36,21.97,No,14.13,0
3B9GXgVw3sHFgTUGHFNpCxfrVBWbofJoUk,23,36,3.11,No,14.13,0
bc1qmwky0m73hcajfp3hmajduhxcg4gmzlc8p8fe59,23,36,13.96,No,14.13,0
bc1pxuv6dh2g4vk3wvh6dpn95tgjpxd2q6ue3n3msqxn54w9udvsssvq2qndq7,23,36,28.75,No,14.13,0
bc1pn5lq8m849tva7z7gzjpthq2ujljxnjmttw9y85wmtdvum56jyxrqw08qv6,23,36,9.16,No,14.13,0
bc1qrk4d8mnkytk08cx057dmsetza8eupn3x6w7d83,23,36,32.76,No,14.13,0
3D2cZhMSErZoNYKur3GHq7DzecpnHf8HcU,23,36,4.59,No,14.13,0
1DDP5zKJwFR1t3jyDVmsWtF5jwwucFto78,23,36,15.46,No,14.13,0
12pNBZ2vCpG48G32rU6GXdnreKPQV8mskC,23,36,11.16,No,14.13,0
1B27tmhiuSwt56bVBndwMVMiPNjAimaemD,23,36,7.3,No,14.13,0
1F8jnwWyiwyGNNS5PLgwaxPRHzdUmeTEcV,23,36,8.0,No,14.13,0
1DHTVZKSujq3XtZn7A2qMdgodYgvSijQnJ,23,36,4.59,No,14.13,0
1Ej4D1FVjNCHupcmWEmsRWRFd6edWcyGZb,23,36,1.61,No,14.13,0
1Kwcd1pRE2fANJ3yBKva3iPFx9mG9qjZa9,78,13,3.74,No,14.13,0
bc1qzgr0mj4xecms8ane7h44hjmvdsuf3p4rwftr0m,78,13,1.39,No,14.13,0
bc1qxjzfvg7tpatl56edpd3p5vvhm0gzfd5l6lke24,78,13,3.05,No,14.13,0
1LAHXxjmENm6q9eDtSu16J3ueB8HYW73mi,78,13,20.88,No,14.13,0
1DYEx8S6rT8d7EJafdw2z8t1fYHkfdL28e,78,13,20.11,No,14.13,0
1GUG2JxoaEQshBQK5oumpHrGJpG7eSr4bC,78,13,27.08,No,14.13,0
1PjxpX4eHwhxtEKFjkMiJweNbjK3EDFf3y,78,13,46.63,No,14.13,0
1EziCBxkjiBJoSdC1sS355ZErB8Nxganeb,78,13,4.61,No,14.13,0
bc1pzann96jmx4hakqprs6ukjq955hncmxt22pnjdpp2rld406lnseusmcj4lw,78,13,1.46,No,14.13,0
3HQGoHa2YRuRtHnhQ9QTXtygJEQDrBKW1C,78,13,18.79,No,14.13,0
bc1qwg98gnt76er2jdfvenkc84tgher2guh0zr5fgh,78,13,13.33,No,14.13,0
bc1qxd8p9lgjy3qux33r7qwhfhh2q9xvy56u79lqye,78,13,13.23,No,14.13,0
1Dm7mCaX3Wre9s95Cfzek7KtRW3r1dxvdy,78,13,9.37,No,14.13,0
17xfm18rYBJHY4v3BrdjUMX2UUYgBGZyM3,35,25,2.54,No,14.12,0
3PydjzZ8itmVpKuVNTGX3j677j9VxPxMXZ,35,25,2.18,No,14.12,0
bc1q5mj2nj3rrvz8lwckgdvtjnvu2mcnqq6wln9dep,35,25,12.54,No,14.12,0
bc1q0gjwcg6zlkhsdx463xx25kmx26kldx6t64tjdj,35,25,38.45,No,14.12,0
bc1qsqx4jya0j5vypzpl3eahdwtxqsgswlfk7ltlak,35,25,10.82,No,14.12,0
bc1qcxjygpstumax8kwdrwmald4e3czspwgxkpwg9s,35,25,15.99,No,14.12,0
12xH5LQysxP9DNQewjrVFVHfAxRcy9Bahq,35,25,11.11,No,14.12,0
bc1pg6z4c66k9xxnv28zx2gy7n4aef5m5e3nglufw0dzfpk5xgdpq4as26tqqj,35,25,40.32,No,14.12,0
12r7Jq9os1aTBiCSVpP2ZGapL5DV11Fspg,35,25,8.96,No,14.12,0
bc1qh33qg0syseztajj69r40pqvtjyss8ka4jg36q8,35,25,6.01,No,14.12,0
bc1qz0ctwymf45hd9vdvks72d2dlu3w8npcx5u3c8q,35,25,3.49,No,14.12,0
bc1quvspxhntn5evgfnf6e3czfv9zx8j80p57ckxvf,35,25,27.06,No,14.12,0
19KXtirLRpaNFN7rHg5c58henSn9Xe3ebk,35,25,7.01,No,14.12,0
39ajZRvNMr4JCyEk9c4ZAM8cYCkzNohV4n,35,25,17.19,No,14.12,0
1MmsECMs4Za6A3vGoeXMcsQC8yraf1y7AP,35,25,14.89,No,14.12,0
1GhEf2Li5FSbu1FtbALBDER1uZ3AWAcN33,35,25,6.56,No,14.12,0
3Qhzz4HkmSY5VsKJXQ6hGwpyiF2A5wtwTh,35,25,22.01,No,14.12,0
1FbxCAdEpW5vvJXLwQmMMfwbeVxXRkkgr9,35,25,43.09,No,14.12,0
bc1qn2s84d4773ldt87wlnqt36eqk85gfd2d2sxmfz,35,25,14.89,No,14.12,0
bc1q2j8ztthwtvx2ehcgn5x4pl4ny7mhmu248p6apk,35,25,9.07,No,14.12,0
1J8oVj59q46SyHDimd2w8XeNJoyBnkroVd,35,25,2.96,No,14.12,0
bc1qvh0q8yvpvc3mza6pw5ek7l5mn0f7saz7cz423a,35,25,3.56,No,14.12,0
bc1pmvf4kl0c00352ghkr7sxda6h6aescnq98wx45q5dgjxfp0xertqs7qfqht,35,25,13.53,No,14.12,0
bc1qfegntxn58ne002f72hpjkajs47mnqzwnajh5fp,35,25,2.45,No,14.12,0
14ZRWHbzZBF1yveMCNeuyPteChsqN3vNnF,35,25,16.34,No,14.12,0
3GQbwY8QFkHh5sURECKYyksJu4TAgEABCC,200,18,8.59,No,14.1,0
13byWBiw5t6owGZeTjb9FPKuQaaCNykTZr,200,18,1.87,No,14.1,0
bc1qy2r9fc55jq2c8p96j7vg7daclcgvuksvw6z543,200,18,0.16,No,14.1,0
bc1qwp2wdafeg04nldpcf2jpmfecns9u56vr0x3n2q,200,18,10.27,No,14.1,0
1JZFGk2Ea8tHK5yppKMPzUuWs3eNMTPKwv,200,18,11.41,No,14.1,0
3PzoQKm8p2QW6eSpVGcUVF3yDD9Xw2mDNz,200,18,17.47,No,14.1,0
bc1p3d0tsqraes8u65rvct09gx5wawsl8aaumwepqkv50k7a556nqqxq6zkphy,200,18,15.73,No,14.1,0
3NuaDb9bnWwcekGnJkGoSgy7cchFQMDwWQ,200,18,11.92,No,14.1,0
378C5AZHMiACcNFsYMExJtGuSxy3aFjQLR,200,18,7.69,No,14.1,0
3Kv4PrkoSaHwAKQHqHg1h3gqKcMmFKyn8u,200,18,2.52,No,14.1,0
bc1q838g3whnm86dnc8hxxgts3zv3k95ancfnzlsem,200,18,32.89,No,14.1,0
bc1qcntv0094536v52grexxum9cgf02qukkgs05gd6,200,18,9.57,No,14.1,0
1AakCSDGF5u9sVEUDXV9wr8DKpxfrFmD9Z,200,18,22.61,No,14.1,0
173XbS5WrESJd78dAwJ14iqt5acUH1j4fD,200,18,7.85,No,14.1,0
3Fr3ixqV4wXeL17eXdroE3SuBJULfKpttN,200,18,8.66,No,14.1,0
188MGTjLAeZnXm42UnBhxxdWVoZLR8F4UT,200,18,5.78,No,14.1,0
14w9uqb4Jc85Zit4CEXw9NM4vGTjcmozPb,200,18,24.7,No,14.1,0
3PRFQh1AUieEC8zPnfJg92gKn8vWFG9a6n,200,18,54.2,No,14.1,0
bc1plsrdkq58u5dx0zu2n8fxy0jg8ueafzj7uklfya3s5y2lpn84k06qqzc69x,141,30,8.27,No,14.04,1
16pWSSCEDgJDAuULyFNK6ZFn2j9GjXZuto,141,30,23.06,No,14.04,1
1CixuCsjzUdhZVXNcrJqG8CAGtRFpwJa1z,141,30,1.66,No,14.04,1
17JrYxQNdkcjwcP6te4UTdJZFcHftFgVZt,141,30,3.04,No,14.04,1
1M4MAmAqjjfei1eH29Uvq5NYqjhY1VXLPx,141,30,8.36,No,14.04,1
bc1q66rpp0a38eqndaekyncppvu9ftzcl57nynltpa,141,30,15.91,No,14.04,1
1GyJRX997wkpZvLX8AqKf2epcHoS6aPnUr,141,30,18.67,No,14.04,1
bc1q0mcyw6jvp99anmerpyq9fctkyrxz8k29e43uwl,141,30,11.31,No,14.04,1
14p79gRaDD1PLVZetuPmufNZFw5Uev6UjR,141,30,19.38,No,14.04,1
bc1qc8n34nv0qss7t3paduzlextz5m497z2auyx9tj,141,30,38.48,No,14.04,1
38TnY7qNpaY89QcirLo6i1pJVEQvkeH2Nf,141,30,2.25,No,14.04,1
bc1qwx9n0eqh3af4r2wynnv7r2g6s746uxthrwy706,141,30,39.44,No,14.04,1
bc1qxfsl4yyzjxwut2qtz9lhkfc9xsas4z48z8n322,141,30,12.69,No,14.04,1
bc1qhnkz0ccc9pnmyvkqcsy2x9fhq0vms44jmnlufd,141,30,7.11,No,14.04,1
1VNugCnCmQmQxgkmvbzePvNsvjJXCiqcv,141,30,1.72,No,14.04,1
bc1p88mj4qvszaxs37zh9uxxtxe9n95fqp9swftxcqfvh0crd7mje6uq4ffe68,141,30,7.04,No,14.04,1
12Um8Z9R4ajMowAxNjUMX2L3NwaLApsLZ5,141,30,11.44,No,14.04,1
bc1q72rqgqxz26mzyuarxqkft45ua99xrdrxe8eare,141,30,2.87,No,14.04,1
bc1q5jke2pm247xre93xaqwd2sq3n288w934gxyvzz,141,30,20.09,No,14.04,1
39RL98EjDqcDxzYa11Egrc5cnGYrHtVNLx,141,30,16.73,No,14.04,1
bc1pku27gler3hf8jrat2e9mnku2e2zkgxuetmaf42wdtlh7kg4s8s7sa6apaa,141,30,26.63,No,14.04,1
bc1qgsxqtk8cy9f5psr60eknpwdrmk6hyedffxwehz,141,30,4.39,No,14.04,1
1N3dXhxFr4aSso4jF8m5X9v66M5KU5hF2b,141,30,5.51,No,14.04,1
1Bm21PCiiju7UUgTCq7FbMJ5K9jiSVvXPp,141,30,58.87,Yes,14.04,1
139u4D5YEmEkZHNFtPQKFEG62AUzcdhH4c,141,30,11.54,No,14.04,1
3Do3MvTdAmH4ExCtBjgPdmpiSYxoEtTQtc,141,30,3.25,No,14.04,1
1AJbfLuwW7X2T14c3bpVYRUKEoFpHeNDqU,141,30,2.49,No,14.04,1
1JQa4d2gGVLu3KQaCMqx7ckHZ45ck6AdLx,141,30,6.15,No,14.04,1
1DkEYpbh7p7R4gz1PDAVdJgssJm1BqRzFR,141,30,18.36,No,14.04,1
bc1qmpnr6782p8caghkeehe3cstre5a2tlmqgvfqqr,141,30,14.34,No,14.04,1
bc1qhtn6ke7rhyzv04yzls277qt8ddkyv3hr0mr8nd,224,14,32.3,No,13.98,0
bc1p9qsuz6sm55xjjeka8c2g89puzmfnfwasggszld8l2vc80qhty6ys0rh5rh,224,14,18.91,No,13.98,0
1DqPD3VJQsNUQCVBiMp41ShcT6v8J8JLen,224,14,11.49,No,13.98,0
1EsHpjeevxzFMZbDZCinxrS15T9WT3myoW,224,14,10.5,No,13.98,0
1SBUmCW5uA6TB9pcZsb2D6n6uTNZPBTX2,224,14,14.6,No,13.98,0
1GvihCQrDnqz272YXJBHdM29Xge5n3GFbp,224,14,10.35,No,13.98,0
bc1q68gue9ftejawfvpk83gwxadacskeddvvycqskg,224,14,1.59,No,13.98,0
bc1qqrf60npw9d70y7w9axlmh3l8u0g45ljyhc6pyt,224,14,7.76,No,13.98,0
bc1qgcc36advxyc4xcfv4kd39ed37yxpf3r4xtnc52,224,14,18.8,No,13.98,0
3LEKnD7Ycj4TiAkkB8QcFKsqXi6zyWt3DK,224,14,16.83,No,13.98,0
bc1qpgz8tlf5v2sc944xwef8m6rmxwl0j0fm3h9xez,224,14,20.85,No,13.98,0
18Cz13FgmRkHEudAP6PADbQFwEFeUxTofq,224,14,2.47,No,13.98,0
bc1qk3yr04r8dp8q4ewwef8dh75tzglrcl5nr4h2sx,224,14,5.63,No,13.98,0
1C9F9Xkonf7QYaiKFUJzgqTx4zpTXAF3nW,224,14,23.71,No,13.98,0
3BKUM5MaY4RBXu8469XBJJzMBfqH21QYLb,154,21,13.55,No,13.95,0
3CXKjp415t7Qq3KXxsdvgvNMAfu2AA9a7b,154,21,14.98,No,13.95,0
1DFAkQ2kUMMzw3Nxd8o1bhLDhQzbyTtALo,154,21,5.74,No,13.95,0
3BoPu8ynA1dFvtN5DtmTaqME3TLEVUpqZa,154,21,8.08,No,13.95,0
bc1qesar9mle0lc9q5zmzn0j48vj77rgg7jvv88vgl,154,21,42.32,No,13.95,0
bc1qps0t667d37cpyfwxeqsqqmd0l2wlvr2hgmtquw,154,21,22.17,No,13.95,0
bc1qunccs8d5um5rz3sa2zd9n9nwpg85aq957z8d4n,154,21,4.3,No,13.95,0
bc1qhyfhgjncrzp4vmym6qqkmdk64h330hkmt3t9fg,154,21,4.14,No,13.95,0
bc1q9qfv5x9gaxqpk4j6q2yqtdrud82fhhepqm7pgu,154,21,10.18,No,13.95,0
bc1ql9v68d42ape4ukvjjrhdecszc9vw8extd6ndaw,154,21,9.07,No,13.95,0
16vqFfpZN8fCmHWdeUmdzBtqExD1fmiDP5,154,21,8.46,No,13.95,0
1B1xRWBxE7RA6mUHAEeggpMPG2UuA7pzAx,154,21,14.06,No,13.95,0
1BUzfUjs7KPnenXyPkCpvMPsD81yTPfcnH,154,21,32.83,No,13.95,0
1LPW1pFuougFvaTXwHxHM8ozVwx2sQYV9y,154,21,11.74,No,13.95,0
bc1q9d9pgy4dhp4lk8d4tj8hcysg3a5ckeulura4w8,154,21,8.71,No,13.95,0
bc1pescvyysuq99q9kplxvqhl9d6v8cq0vqeupmvx6u6l6u3m4e85wfqyknekd,154,21,4.46,No,13.95,0
16unxgDLjbDoKPXQ5BaLRntLarwJWvY6Cx,154,21,10.14,No,13.95,0
bc1pyechhr3872rn2d07ldv6e7ey46rt5t8ey8vx6785wpe05669frzqgzxmr5,154,21,20.17,No,13.95,0
bc1qkmjvj6dsq8jwqf4a66304rpemegwevdmhc46ez,154,21,11.86,No,13.95,0
bc1q8krndqgmpgqt6da0zsxvwzl6pfhl8x3zal5ah3,154,21,4.98,No,13.95,0
39jVAjgtHThi8NL2XicgxavMn8ZPjNgrgv,154,21,31.09,No,13.95,0
bc1pa8sfn50qnu3ukkvcl36k2u03zhyjg9yujyf9jsysjmrlpfc9hqrq50guu2,108,16,4.44,No,13.87,0
bc1qumpejtgyuu2h9u5rh3he7naj7ru6756tt4nte4,108,16,8.55,No,13.87,0
bc1pyuhs0lsvf4n95pg6ycsxexttyjghxxu6wutze0pclnjtz9vfkzcqkenlgz,108,16,3.93,No,13.87,0
18rkuiG2khAVN8LTdLB6eHmEzkG9awkWCA,108,16,36.85,No,13.87,0
3EweuRWNrHnz9hFkWjuFWmQjf5Pb1Bzer5,108,16,5.77,No,13.87,0
1BZF9nPdbnWjZa64nvwnmunTjJt12CisgB,108,16,10.53,No,13.87,0
13WpWCbdjWM7LcJsjB4SMsg2FJdMyaSSKw,108,16,2.44,No,13.87,0
39Lym9guDA6C3TiVesyvHKB2asRvNsuJGw,108,16,15.96,No,13.87,0
38NAuJLPzT4suG7q8KhNH2Jnz71MTPU3yP,108,16,5.12,No,13.87,0
bc1p5q0alrsmafyqrkpnfey7m0zrwr3vtj83asvfk9mhfrp4l2r7hues6t5rdg,108,16,50.9,No,13.87,0
34ytUxmX65Kd7BwUSvfSSgWD7H8hwgH3wH,108,16,18.36,No,13.87,0
19V1C43a5JBo7HX71U1ar7mgR3Sw3WPDyf,108,16,4.52,No,13.87,0
bc1pxelkmlqkv66j2ppd3hj32ac6z5cva7szmkkee3znyfk9pa7872vstwjt8v,108,16,2.7,No,13.87,0
1s9SvFb8KgUGH2gEnbw6W4ZYG361HVVGZ,108,16,3.73,No,13.87,0
bc1qsv5f7n2fp3zuj8cd4gjjerlfecprsnkgj4sjfh,108,16,18.57,No,13.87,0
bc1q9v8quhn0utqmcqh9catd6rr0c6kpdwunrfvmc6,108,16,29.49,No,13.87,0
bc1qke2gj8nqq60xtg737z369cmhemfdatt2gzkesm,92,19,6.7,No,13.77,0
12yg17FtbdsHbuaf8ZAHs1FCpsB3Tp7Gnk,92,19,17.22,No,13.77,0
1NiWg24VpLfFdH5GzmeWinQbJ5VdaVsjrD,92,19,11.58,No,13.77,0
bc1qpu4g5e4vrpskle0q29knefp50trncqnu4mz3tj,92,19,9.67,No,13.77,0
bc1qd840yjq6a07kxvrsa0s2rjytzwe4cq23ew2ad8,92,19,15.17,No,13.77,0
bc1qse2us0533enmvgvzq875tjtwecfqq2ef20yyrw,92,19,15.28,No,13.77,0
bc1qa02m36ma38mpam65gjr9yf92d4anfp0c6gv4j2,92,19,9.94,No,13.77,0
bc1q8sdare03l3szhv8k0f0pp8y3wfx59ehx06m9nc,92,19,2.04,No,13.77,0
bc1qsjy2w5yzvqs89p6nwfrnen2g2n0k497xw29jf8,92,19,42.66,No,13.77,0
1G2hha7FHxm1t9tCpiofJ8tpHr2qBMNHQN,92,19,14.17,No,13.77,0
bc1qaqqmpxgrr22gkjw4m6ag59923e0hmry43utfpf,92,19,10.84,No,13.77,0
1MjJEZMW7kPZrC2b48qL3amZzK6weS18en,92,19,6.47,No,13.77,0
171wzJmjEe1oWk8TnycDxMeGjRxELuxj23,92,19,4.48,No,13.77,0
bc1q02v08l8f50203t4fhq3ffsjrd9dx09ax9ygf5s,92,19,16.88,No,13.77,0
bc1q96gxvnxgdrferq4amnhhwmyzxamqs9fs0ngr9g,92,19,7.69,No,13.77,0
bc1pfr07eeskjewqdp6svjlk68mv7gchj9a0p8gjjkl77nzhgzfuy0eq6t5hjx,92,19,1.59,No,13.77,0
bc1q3kxgwsmntqh4jlfj8p5cuphzegry47246jap5n,92,19,39.58,No,13.77,0
bc1q4anm8pk04f7dfzgagwzuh2ww7zcqkj3e00te0f,92,19,16.3,No,13.77,0
1qxYNisy4vKjtV8ZGo1r9W39z2qy4EWzZ,92,19,13.31,No,13.77,0
